plu,category,commodity,variety,size,measurements_north_america,measurements_rest_of_world,restrictions_notes,botanical_name,aka,notes,revision_date,date_added,gpc,image_url,image
3626,Fruits,Lemons,Meyer,All Sizes,NA,NA,NA,Citrus limon,NA,NA,2016-04-11,2012-01-25,NA,http://check.ifpsglobal.com/file/view/3626-meyer-lemons_1460404763.jpg,3626-meyer-lemons_1460404763.jpg
3627,Fruits,Apples,PremA17,Large,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2012-01-25,NA,http://check.ifpsglobal.com/file/view/3627-prema17-apple_1460474460.JPG,3627-prema17-apple_1460474460.JPG
3628,Fruits,Apples,PremA280,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2012-01-25,NA,http://check.ifpsglobal.com/file/view/3628-prema280-apple_1460474514.JPG,3628-prema280-apple_1460474514.JPG
3629,Fruits,Apples,CIVG198,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2012-01-25,NA,http://check.ifpsglobal.com/file/view/3629-civg198-apple_1460403502.jpg,3629-civg198-apple_1460403502.jpg
3630,Fruits,Apples,Co-op 43,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2016-06-20,2012-04-25,NA,http://check.ifpsglobal.com/file/view/3630-co-op-43-apple_1460403668.jpg,3630-co-op-43-apple_1460403668.jpg
3631,Vegetables,Pumpkin,Pink,All Sizes,22 to 25 lbs,NA,NA,Eucurbita maxima,Porcelain Doll Pumpkin,NA,2018-10-08,2012-07-26,NA,http://check.ifpsglobal.com/file/view/3631-pink-pumpkin_1460472104.jpg,3631-pink-pumpkin_1460472104.jpg
3632,Fruits,Tangerines/Mandarins,Dekopon,All Sizes,NA,NA,NA,Citrus reticulata siranui,Shiranui/Hallabong/Sumo Citrus®,NA,2022-05-25,2012-10-17,NA,http://check.ifpsglobal.com/file/view/3632-dekopon-mandarin_1460404047.jpg,3632-dekopon-mandarin_1460404047.jpg
4011,Fruits,Bananas,Yellow (includes Cavendish),All Sizes,NA,NA,NA,Musa spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4011-yellow-banana_1634142764.jpg,4011-yellow-banana_1634142764.jpg
4012,Fruits,Oranges,Navel,Large,56 size and larger,Average Fruit Dimensions = 84mm and above,NA,Citrus spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4012-navel-orange_1634141393.jpg,4012-navel-orange_1634141393.jpg
4013,Fruits,Oranges,Navel,Small,113 size and smaller,Average Fruit Dimensions = less than 66mm,NA,Citrus spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4012-navel-orange_1634141444.jpg,4012-navel-orange_1634141444.jpg
4014,Fruits,Oranges,Valencia,Small,100 size and smaller,Average Fruit Dimensions = less than 77mm,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4388-oranges-valencia-11-1625082244_1633448834.jpg,4388-oranges-valencia-11-1625082244_1633448834.jpg
4014,Fruits,Oranges,Valencia,Small,113 size and smaller,Average Fruit Dimensions = less than 66mm,NA,Citrus spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4388-oranges-valencia-11-1625082244_1633449041.jpg,4388-oranges-valencia-11-1625082244_1633449041.jpg
4015,Fruits,Apples,Red Delicious,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3284-red-delicious-apple_1629986493.PNG,3284-red-delicious-apple_1629986493.PNG
4016,Fruits,Apples,Red Delicious,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/3284-red-delicious-apple_1629986585.PNG,3284-red-delicious-apple_1629986585.PNG
4017,Fruits,Apples,Granny Smith,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4017-apple-granny-smith_1630597727.jpg,4017-apple-granny-smith_1630597727.jpg
4018,Fruits,Apples,Granny Smith,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4018-apple-granny-smith_1630597790.jpg,4018-apple-granny-smith_1630597790.jpg
4019,Fruits,Apples,McIntosh,Large,88 size and larger,Average Fruit Weight = 205g and above,"Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.",Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4153-mcintosh-apple_1633363632.jpg,4153-mcintosh-apple_1633363632.jpg
4020,Fruits,Apples,Golden Delicious,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,10005900,http://check.ifpsglobal.com/file/view/4137-apples-golden-delicious-03-1625074353_1629813145.jpg,4137-apples-golden-delicious-03-1625074353_1629813145.jpg
4021,Fruits,Apples,Golden Delicious,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4137-apples-golden-delicious-03-1625074353_1629813007.jpg,4137-apples-golden-delicious-03-1625074353_1629813007.jpg
4022,Fruits,Grapes,White/Green Seedless - Peerlette Seedless/Thompson Seedless,All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4023,Fruits,Grapes,Red Seedless - Flame/Ruby/Emperatriz,All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4024,Fruits,Pears,Bartlett/Williams/WBC,Small,110 size and smaller,Average Fruit Weight =  less than 180g,NA,Pyrus spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4024-bartlett-pear_1629988272.PNG,4024-bartlett-pear_1629988272.PNG
4025,Fruits,Pears,Anjou,Small,110 size and smaller,Average Fruit Weight =  less than 180g,NA,Pyrus spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4025-anjou-pear_1629988897.PNG,4025-anjou-pear_1629988897.PNG
4026,Fruits,Pears,Bosc/Beurre Bosc,Small,110 size and smaller,Average Fruit Weight =  less than 180g,NA,Pyrus spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4026-bosc-pear_1629989301.PNG,4026-bosc-pear_1629989301.PNG
4027,Fruits,Grapefruit,"Ruby/Red/Pink (includes Ray Ruby, Ruby, Ruby Red)",Small,40 size and smaller,NA,Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.,Citrus paradisi,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4027-ruby-red-grapefruit_1634153115.jpg,4027-ruby-red-grapefruit_1634153115.jpg
4028,Fruits,Berries,Strawberries,Pint,NA,NA,NA,Fragaria ananassa,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06_1625013614.jpg,4028-berries-strawberries-06_1625013614.jpg
4029,Fruits,Pineapple,NA,Small,12 size and smaller,NA,Sizes for pineapple based on two-layer lug.,Ananas comosus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4029-pineapple_1630597815.jpg,4029-pineapple_1630597815.jpg
4030,Fruits,Kiwifruit,Regular,All Sizes,NA,NA,NA,Actinidia deliciosa,NA,NA,2021-06-30,2004-06-30,NA,http://check.ifpsglobal.com/file/view/4030-kiwi-fruit-04_1625013864.jpg,4030-kiwi-fruit-04_1625013864.jpg
4031,Fruits,Melon,Watermelon - Red,All Sizes,NA,NA,NA,Citrullus lanatus,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4031-melon-watermelon-1_1625061387.jpg,4031-melon-watermelon-1_1625061387.jpg
4032,Fruits,Melon,"Watermelon - Red, Seedless",All Sizes,NA,NA,NA,Citrullus lanatus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4032-watermelon-red-seedless_1633959330.jpg,4032-watermelon-red-seedless_1633959330.jpg
4033,Fruits,Lemons,NA,Small,200 size and smaller,Average Fruit Dimensions = less than 54mm,NA,Citrus limon,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4033-lemons_1630597866.jpg,4033-lemons_1630597866.jpg
4034,Fruits,Melon,Honeydew/White Honeydew,Large,5 size and larger,Average Fruit Weight =  2040g and above,NA,Cucumis melo,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4034-honeydew-melon_1633958602.jpg,4034-honeydew-melon_1633958602.jpg
4035,Fruits,Nectarine,Yellow Flesh,Small,70 size and smaller,Average Fruit Weight =  less than 185g,NA,Prunus persica,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4036,Fruits,Nectarine,Yellow Flesh,Large,66 size and larger,Average Fruit Weight =  185g and above,NA,Prunus persica,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4037,Fruits,Peaches,Yellow Flesh,Small,70 size and smaller,Average Fruit Weight =  less than 185g,NA,Prunus persica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4403-peaches-1-1625664942_1633449692.jpg,4403-peaches-1-1625664942_1633449692.jpg
4038,Fruits,Peaches,Yellow Flesh,Large,66 size and larger,Average Fruit Weight =  185g and above,NA,Prunus persica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4403-peaches-1-1625664942_1633449569.jpg,4403-peaches-1-1625664942_1633449569.jpg
4039,Fruits,Plums,"Black (Includes Ambra, Black Beaut, Prima Black, Blackamber, Black Torch, Catalina, Challenger, Black Diamond, Friar, Royal Diamond, Black Knight, Freedom, Black Flame, Howard Sun, Angeleno)",Small,60 size and smaller,Average Fruit Dimensions < 50MM,NA,Prunus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4040,Fruits,Plums,"Black (Includes Ambra, Black Beaut, Prima Black, Blackamber, Black Torch, Catalina, Challenger, Black Diamond, Friar, Royal Diamond, Black Knight, Freedom, Black Flame, Howard Sun, Angeleno)",Large,55 size and larger,Average Fruit Dimensions 50MM & ABOVE,NA,Prunus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4041,Fruits,Plums,"Red (Includes Santa Rosa, Late Santa Rosa, Red Beaut, Rich Red, Spring Beaut, First Beaut, Royal Red, Red Jewel, Rose Zee, Royal Zee, Ace, Aleta Rose, Burgandy, July Santa Rosa, Frontier, Fortune, Grand Rosa, Red Lane, Red Rosa, Casselman, Autumn Rosa, Mi",Small,60 size and smaller,Average Fruit Dimensions < 50MM,NA,Prunus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4042,Fruits,Plums,"Red (Includes Santa Rosa, Late Santa Rosa, Red Beaut, Rich Red, Spring Beaut, First Beaut, Royal Red, Red Jewel, Rose Zee, Royal Zee, Ace, Aleta Rose, Burgandy, July Santa Rosa, Frontier, Fortune, Grand Rosa, Red Lane, Red Rosa, Casselman, Autumn Rosa, Mi",Large,55 size and larger,Average Fruit Dimensions 50MM & ABOVE,NA,Prunus spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4043,Fruits,Peaches,Yellow Flesh - Tree Ripened/Ready-to-eat,Small,70 size and smaller,Average Fruit Weight =  less than 185g,NA,Prunus persica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4403-peaches-1-1625664942_1633450270.jpg,4403-peaches-1-1625664942_1633450270.jpg
4044,Fruits,Peaches,Yellow Flesh - Tree Ripened/Ready-to-eat,Large,66 size and larger,Average Fruit Weight =  185g and above,NA,Prunus persica,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4403-peaches-1-1625664942_1633449963.jpg,4403-peaches-1-1625664942_1633449963.jpg
4045,Fruits,Cherries,Regular/Red/Black,All Sizes,NA,NA,"This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.",Prunus spp.,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4045-cherries-05_1625061853.jpg,4045-cherries-05_1625061853.jpg
4046,Fruits,Avocados,Hass,Small,60 size and smaller,Average Fruit Weight = less than 190g,NA,Persea americana,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4770-hass-avocado_1635960530.jpg,4770-hass-avocado_1635960530.jpg
4047,Fruits,Grapefruit,"Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red)",Small,40 size and smaller,Average Fruit Dimensions = less than 97mm,NA,Citrus paradisi,NA,NA,2002-06-02,2002-06-02,NA,http://check.ifpsglobal.com/file/view/4047-ruby-red-grapefruit_1634153228.jpg,4047-ruby-red-grapefruit_1634153228.jpg
4048,Fruits,Limes,"Regular (incl. Persian, Tahiti & Bearss)",All Sizes,NA,NA,NA,Citrus latifolia,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4048-limes-02_1625062144.jpg,4048-limes-02_1625062144.jpg
4049,Fruits,Melon,Cantaloupe/Rockmelon,Small,15 size and smaller (Original size break was 18 size and smaller) 2 year transition period for this change to be official. New size official as of 5/2007.,Average Fruit Weight =  less than 1135g,NA,Cucumis melo,NA,NA,2005-05-23,2005-05-23,NA,NA,NA
4050,Fruits,Melon,Cantaloupe/Rockmelon,Large,12 size and larger  (Original size break was 15 size and larger) 2 year transition period for this change to be official. New size official as of 5/2007.,Average Fruit Weight =  1135g and above,NA,Cucumis melo,NA,NA,2005-05-23,2005-05-23,NA,NA,NA
4051,Fruits,Mango,"Red (Includes Tommy Atkins, Kent, Palmer, Vandyke, Edward,Hayden)",Small,12 size and smaller,NA,NA,Mangifera indica,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4051-red-mango_1634144825.jpg,4051-red-mango_1634144825.jpg
4052,Fruits,Papaya/Pawpaw,Regular,Small,10 size and smaller,NA,NA,Carica papaya,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4394-papaya-09-1625082473_1633449166.jpg,4394-papaya-09-1625082473_1633449166.jpg
4053,Fruits,Lemons,NA,Large,115 size and larger,Average Fruit Dimensions = 65mm and above,NA,Citrus limon,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4053-lemons-1_1625062400.jpg,4053-lemons-1_1625062400.jpg
4054,Fruits,Berries,Raspberries - Red,All Sizes,NA,NA,NA,Rubus idaeus,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4054-berries-raspberries-06_1625062689.jpg,4054-berries-raspberries-06_1625062689.jpg
4055,Fruits,Tangerines/Mandarins,NA,All Sizes,NA,NA,NA,Citrus spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4055-tangerine_1630598112.jpg,4055-tangerine_1630598112.jpg
4056,Fruits,Grapes,Blue/Black Seedless (All other varieties not listed above including Beauty and Autumn Royal),All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4057,Fruits,Apples,Haralson,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4058,Fruits,Apples,Haralson,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4060,Vegetables,Broccoli,NA,All Sizes,NA,NA,NA,Brassica oleracea,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4060-broccoli_1630598158.jpg,4060-broccoli_1630598158.jpg
4061,Vegetables,Lettuce,Iceberg,All Sizes,NA,NA,NA,Lactuca sativa,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4062,Vegetables,Cucumber,Green/Ridge/Short,All Sizes,NA,NA,NA,Cucumis sativus,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4062-cucumbers-05_1625062913.jpg,4062-cucumbers-05_1625062913.jpg
4063,Vegetables,Tomatoes,Regular - Red,Small,6x6 size and smaller,Less than 70mm diameter,NA,Lycopersicon esculenta,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4063-tomatoes-red-01_1625063015.jpg,4063-tomatoes-red-01_1625063015.jpg
4064,Vegetables,Tomatoes,Regular - Red,Large,5x6 size and larger,Diameter 70mm and above,NA,Lycopersicon esculenta,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4063-tomatoes-red-01-1625063015_1633374821.jpg,4063-tomatoes-red-01-1625063015_1633374821.jpg
4065,Vegetables,Peppers (Capsicums),"Bell, Field Grown - Green",Large,large size and larger,Min diameter 65mm and above,NA,Capsicum spp,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4065-bells-green-08_1625063277.jpg,4065-bells-green-08_1625063277.jpg
4066,Vegetables,Beans,Green/French,All Sizes,NA,NA,NA,Phaseolus vulgaris,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4066-beans-green-02_1625063351.jpg,4066-beans-green-02_1625063351.jpg
4067,Vegetables,Squash,Zucchini/Courgette,All Sizes,NA,NA,NA,C.pepo,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4067-squash-zucchini-04_1625063439.jpg,4067-squash-zucchini-04_1625063439.jpg
4068,Vegetables,Onions,Green (Scallions)/Spring,All Sizes,NA,NA,NA,Allium spp.,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4068-onions-green-2_1625063600.jpg,4068-onions-green-2_1625063600.jpg
4069,Vegetables,Cabbage,Green,All Sizes,NA,NA,NA,Brassica oleracea,NA,NA,2018-10-08,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4069-green-cabbage_1633958066.jpg,4069-green-cabbage_1633958066.jpg
4070,Vegetables,Celery,Bunch,Small,30 size and smaller,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4070-celery-bunch_1637185252.jpg,4070-celery-bunch_1637185252.jpg
4071,Vegetables,Celery,Bunch,Small,30 size and smaller,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,NA,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4070-celery-bunch_1637185343.jpg,4070-celery-bunch_1637185343.jpg
4072,Vegetables,Potato,Russet,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4073,Vegetables,Potato,Red,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4074,Vegetables,Sweet Potato/Yam/Kumara,Red/Orangy Red Flesh,Small,large size and smaller,NA,Terminology changed to include both sweet potato and yam to avoid confusion in marketplace.,Ipomoea batato,NA,NA,2009-06-10,2009-06-10,NA,http://check.ifpsglobal.com/file/view/sweet-potato-red-flesh-4074_1614281686.png,sweet-potato-red-flesh-4074_1614281686.png
4075,Vegetables,Lettuce,Red Leaf,All Sizes,NA,NA,NA,Lactuca sativa,NA,NA,2018-10-08,1999-12-31,NA,NA,NA
4076,Vegetables,Lettuce,Green Leaf,All Sizes,NA,NA,NA,Lactuca sativa,NA,NA,2018-10-08,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4076-green-leaf-lettuce_1633963962.jpg,4076-green-leaf-lettuce_1633963962.jpg
4077,Vegetables,Corn,"Sweet Corn, White",All Sizes,NA,NA,NA,Zea mays,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4078,Vegetables,Corn,"Sweet Corn, Yellow",All Sizes,NA,NA,NA,Zea mays,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4079,Vegetables,Cauliflower,NA,Small,12 size and smaller,NA,NA,Brassica oleracea,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4079-cauliflower_1630598206.jpg,4079-cauliflower_1630598206.jpg
4080,Vegetables,Asparagus,Green,Small,standard and large size,NA,"This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.",Asparagus officinalis,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4521-asparagus-01-1625671446_1632939137.jpg,4521-asparagus-01-1625671446_1632939137.jpg
4081,Vegetables,Eggplant (Aubergine),Regular,All Sizes,NA,NA,NA,Solanum melongena,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4081-eggplant-04_1625064002.jpg,4081-eggplant-04_1625064002.jpg
4082,Vegetables,Onions,Red,All Sizes,NA,NA,NA,Allium spp.,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4082-onions-red-1_1625064093.jpg,4082-onions-red-1_1625064093.jpg
4083,Vegetables,Potato,White,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4084,Vegetables,Artichokes,NA,Large,30-36 size,NA,NA,Cynara scolymus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4084-artichokes_1630598258.jpg,4084-artichokes_1630598258.jpg
4085,Vegetables,Mushrooms,Regular,Large,NA,40mm diameter and above,NA,Agaricus bisporus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4645-mushrooms-white-button-02-1625681263_1632941165.jpg,4645-mushrooms-white-button-02-1625681263_1632941165.jpg
4086,Vegetables,Squash,Yellow Zucchini/Gold Bar/Yellow Courgette,All Sizes,NA,NA,NA,C. pepo/C. maxima,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4087,Vegetables,Tomatoes,Plum/Italian/Saladette/Roma - Red,All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4087-tomato-plum-italian-saladette-roma-red_1635173831.jpg,4087-tomato-plum-italian-saladette-roma-red_1635173831.jpg
4088,Vegetables,Peppers (Capsicums),"Bell, Field Grown - Red",All Sizes,NA,NA,NA,Capsicum spp,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4088-bells-red-02_1625064268.jpg,4088-bells-red-02_1625064268.jpg
4089,Vegetables,Radish,Bunched Red,All Sizes,NA,NA,NA,Raphanus sativus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4089-red-radish-bunch_1635263573.jpg,4089-red-radish-bunch_1635263573.jpg
4090,Vegetables,Spinach,Regular/Bunched,All Sizes,NA,NA,NA,NA,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4090-spinach-08_1625064441.jpg,4090-spinach-08_1625064441.jpg
4091,Vegetables,Sweet Potato/Yam/Kumara,White,All Sizes,NA,NA,Terminology changed to include both sweet potato and yam to avoid confusion in marketplace,Ipomoea batato,NA,NA,2009-06-10,2009-06-10,NA,http://check.ifpsglobal.com/file/view/4091-sweet-potato-white_1633957061.jpg,4091-sweet-potato-white_1633957061.jpg
4092,Vegetables,Peas,Chinese Snow Pea/Pea Pod/Mange Tout,All Sizes,NA,NA,NA,Pisum sativum,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4092-peas-snow-03_1625064549.jpg,4092-peas-snow-03_1625064549.jpg
4093,Vegetables,Onions,Yellow/Brown,Large,3 size and larger,Min diameter 75mm and above,NA,Allium spp.,NA,NA,2021-06-30,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4093-onions-yellow-01_1625064621.jpg,4093-onions-yellow-01_1625064621.jpg
4094,Vegetables,Carrots,Bunch,All Sizes,NA,NA,NA,Daucus carota,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
